6.99	0.23	Ok.
7.24	3.47	Brukar du titta på teckenspråkiga program på tv eller på nätet?
15.31	0.11	
23.13	3.55	Jag föredrar nätet eftersom man då kan titta när man vill,
26.71	6.64	och Teckentorget är bra, man kan kolla när man vill till skillnad från tvn där man ibland missar program eftersom \nde visas när man inte har tid.
36.56	1.08	Näää.
38.47	1.85	Jag tycker det programmet är kasst.
40.67	0.64	Tyvärr.
43.4	4.63	För det första så är det jämfört med Teckenlådan som är ett seriöst och roligt  program med ett bra innehåll
48.1	7.99	så är Sagoträdet ett program där personerna bara försöker vara roliga men jag känner inte..jag ser inte..det är bara kasst.
59.11	0.28	Just det.
68.58	2.69	Precis och så är språket lite högtravande,
71.32	4.32	dessutom var det en insändare i en tidning som skrev
75.71	5.78	att en dag när hon inte hade något att göra hade slagit på tvn och då visades Sagoträdet
81.53	3.93	men då hade hon stängt av och gjort något annat för hon tyckte det var världens sämsta program.
85.52	6.66	Hårt sagt tycker jag, men det betyder ju att dom måste eller borde ändra lite på innehållet men jag brukar som sagt inte titta på det, tyvärr.
95.25	0.95	Kanonprogram, verkligen.
101.71	12.89	Och du vet kl 11 på lördagarna då tittade jag först på Teckenlådan sen på Perspektiv och därefter på PI eller vad det heter och varje program var väl ungefär 15 minuter var. Så då var jag bänkad från 11 till kvart i 12. Det var ju helig tid.
114.68	6.43	Men nu när nätet finns glömmer jag ofta bort t.ex. PI och Sagoträdet. Det blir mest att jag tittar på Perspektiv och Teckentorget.
129.78	0.93	Ja ja.
131.25	1.21	Jaha.
138.4	3.25	Brukar dina barn se på// brukar du försöka få dina barn att se på teckenspråkiga program?
147.43	4.21	Jag brukar försöka få min dotter att titta på tv men hon är inte intresserad...
152.1	1.63	ett och ett halvt men....
154.29	0.29	okay.
155.45	5	Men igår DÅ tittade hon plötsligt på tv,  på Com Hems reklam, hahaha
160.55	1.46	hon satt som fastnaglad - jag fattade ingenting.
162.08	2.69	det är// det är ju bara två likadana// hon var så inne i det där
164.81	1.95	jag ville ju byta kanal men då blev hon arg så det vara bara att låta bli,
166.79	2.92	men sen var jag tvungen att ringa mamma för att fråga vad reklamen handlade om eftersom dottern var så tokig i den,
169.81	4.23	det är ju två storvuxna kvinnor som båda heter Judith
174.1	5.8	och de pratar om Com Hem och så håller de på att retas lite grann med varandra, och så sjunger de lite
179.97	2.45	och så går detta om och om igen, ja och det sitter dottern och tittar på.
183.4	0.43	Lustigt va.
186.81	3.79	Ja det är ju samma sak som händer om och om igen och då lär dom sig att känna igen bit för bit.
191.14	4.01	Jo jag tänkte på kongressen som du var med på i helgen, den kunde jag också följa, hemifrån
195.2	6.55	eftersom Dövtidningen hade en sida på nätet med nio inslag , tror jag det var, 
201.83	4.87	dessutom sände Teckentorget direkt från kongressen plus att  man kunde följa den på intranätet direkt
206.77	3.77	men jag kunde inte se på intranätet eftersom man var tvungen att ha QuickTime 7
211.13	1.28	Nej det har jag inte.
212.52	1.26	Jag har försökt ladda ner det
213.83	1.98	men det gick inte eftersom det är en bildtelefondator
215.86	2.16	den är ju spärrad för nedladdningar
218.07	0.61	ja jag ska köpa en egen
218.74	1.78	ja ytterligare en anledning att köpa en egen,
220.57	1.84	jag har ju försökt ladda ner men det har som sagt inte gått.
223.32	2.84	Det var ialla fall jättebra att kunna hänga med på hur det gick på kongressen.
234.31	0.65	Mmm.
238.62	1.23	Jaha!
244.63	3.34	Men direkt//...  ja..   ja ja... precis,
248.03	4.14	ja men direktsändning vad eeh hur fungerar det egentligen?
252.76	4.14	Är det bara en kamera som är kopplad till en dator och så sänds det ut eller? Jag vet inte hur det fungerar.
259.2	2.82	Vet inte. Ofta framöver..... Jäkligt bra alltså.
265.98	1.5	Hoppas det.
268.09	4.78	Det finns ju väldigt många teckenspråkiga tv-program
272.93	1.97	men de flesta väljer att kolla tv-programmen på nätet istället
275	3.07	t.ex Nyhetstecken,  brukar du titta på det programmet? Tio minuter
278.3	0.97	Inte..Precis.
279.91	6.99	Mm precis, det innebär att behovet av det har minskat, istället kollar man på det på nätet, själv brukar jag se på det på nätet, det är enklare.
289.26	0.52	Jaha.
303.44	2.19	Ja precis, det innebär att de 10 min//
308.12	0.34	Okay.
311.2	6.52	Att få lyssna på teckenspråk men för dig är det en sak eftersom teckenspråk är ditt språk men för personer som håller på att lära sig teckenspråk är det ju bra att kunna se teckenspråk i Ipoden.
319.71	0.63	Jag vi//
328.05	3.87	Mm men jag tycker det borde vara fler nyheter från dövvärlden typ//
332.31	4.19	jaaaa det finns ju ett ganska litet behov av Nyhetstecken, det behövs mer
336.55	4.8	som eeh t.ex. ..fast frågan är vad de skulle användas till och vem som skulle titta på dom egentligen..
342.29	3.05	Jag tittar inte på det och jag vet att det är många med mig som inte heller gör det.
346.61	1.21	Ja det vet jag inte.
349	3.19	Jag tycker ju att de talar snabbt och inte anpassar sitt språk
352.27	5.35	så om personer som inte har så bra svenska, kanske är invandrare, förstår programmet, det vet jag inte.
360.48	0.54	Jaa.
361.8	4.51	I vilket fall som helst så tittar jag mer på nätet än på tv när det gäller teckenspråkiga program.
368.2	0.57	Japp.
368.97	1.69	Vill du  säga något mer?
371.55	0.38	Ok.
