5.45	1.89	Du, ska du börja eller?
34.83	1.82	Och Björn också eller?
36.68	2.75	ja jag kommer ihåg att jag inte visste vad jag skulle göra,
72.65	1.46	Så var det för mig också.
92.07	0.68	Du...
100.83	2.38	Eeh menar du vilken kurs?
125.86	3.96	Jag håller med och när jag var liten så hade jag det på samma sätt som du,
129.86	5.41	jag hade fler hörande kompisar än döva, eftersom jag träffade döva på förskolan så var jag så att säga klar med det när jag kom hem och umgicks då med dom höranande,
135.31	4.63	fast ofta var det så att på förskolan frågade föräldrarna om man ville leka, du vet,
140.01	3.31	men då när jag växte upp så i det området så fanns det 
143.36	2.95	hur...min// vi brukar säga att det var som 'Barnen i Bullerbyn',
146.35	4.21	mitt hus låg i mitten och på ena sidan gick det en väg och där bredvid låg ett annat hus,
150.61	4.8	och på andra sidan om vårt hus låg inget eeh precis där var ett typ staket 
155.46	2.76	som vi brukade klättra över,
158.3	5.33	... och bredvid oss bodde en flicka som var lika gammal som jag, 86:a,
163.69	1.38	hon hette Emmy (visar hennes namn på teckenspråk),
165.11	2.62	sen på andra sidan bodde en flickan som hette Emily (visar hennes namn på teckenspråk)
167.77	3.2	och vi tre lekte ihop hela tiden,
171.01	2.61	dom kunde teckna så vi använde inte papper och penna, istället// 
173.67	3.97	det var så att vi började leka med varandra när vi var 2, 3 år,
177.69	5.77	det började då och då blev det så att vi typ skapade hemmagjorda tecken, lite mysigt faktiskt,
183.52	1.95	skridskor tecknade vi så här (visar ett tecken med knutna nävar)
185.52	2.7	tecknet för gråta eller ledsen såg ut så här (visar ett tecken med fingrar som rör sig neråt från ögonen) nån kunde säga  "jag är ledsen, nu går jag", 
188.25	4.42	 eller  "vill inte leka" (säger det på ett barns sätt, och låtsas stänga och låsa en dörr)
192.74	3.41	ja sen lekte vi.... eeh frisör t.ex. dom kunde tecknet för frisör
196.21	3.64	och 'troll' (vänster hands tumme och pekfinger rör sig framför näsan), vi kunde säga "häxa, vi leka häxa, jag gå in (visar hur hon håller i t.ex. en kvast)",
199.89	2.08	... och 'gunga' tecknade vi så här (höger hand gör en gungande rörelse),
203.26	2.37	Så dom hittade på egna tecken
205.67	2.96	och bokstavera, jo det kunde dom en del,
208.69	3.02	men vi använde ju mest namn på teckenspråk och dom kunde dom,
211.76	2.32	dom visste sina egna namn på teckenspråk (visar deras namn) och att jag var döv//
214.23	3.04	fast det var Emmy som var mest intresserad av teckenspråk,
217.33	5.6	hon kunde säga "jag vill kunna teckna som Sarah, det vill jag verkligen!" hon var verkligen frustrerad,
222.99	1.56	så Emmy var helt klart mer intresserad av det,
224.8	2.25	och vi var ju lika gamla också,
227.11	2.21	vi var födda mellan -86 och -87,
229.36	1.81	och vi lekte jättemycket tillsammans
231.22	3.65	men precis som du sa så var det så fram till 12-13-års åldern,
234.95	2.96	sen började jag lessna, jag orkade inte,
237.96	2.02	ofta var man trött efter skolan,
240.03	1.69	och då brukade Emmy ringa,
241.78	4.89	det lustiga var att hon ringde till mina föräldrar och frågade via dom om jag ville vara med henne,
246.71	4.94	och då svarade jag nej och fick så dåligt samvete
251.69	2.15	fast jag orkade ju faktiskt inte,
253.91	2.34	ofta var jag som helt slut,
270.03	0.48	Mm.
272.5	1.36	Ja just det.
297.53	2.27	Kul, jo eeh jag tänkte på Emmy,
299.85	7.82	när Emmy... vi var små så eeh brukade vi besöka varandras skolor, jag var hos henne och hon var hos mig
307.71	5.08	och när jag var hos henne så tyckte alla det var så kul och vi skrev till varandra, hennes kompisar och jag, dom tyckte det var häftigt,
312.83	2.98	men när hon kom till mig så blev det inget bra,
315.88	2.75	det var något som hände men jag vet inte vad, jag såg inte nåt,
318.68	2.67	men hon ville hem på en gång och ringde sin pappa,
321.4	3.01	jag fattade ingenting men det var något som hände som jag inte såg,
324.46	1.4	kanske någon sa något// 
371.2	1.03	Mm det är olika.
375.545	2.2	Eeh...om// eeh
377.805	2.22	...precis eeh...
380.095	2.17	det är ju väldigt olika från person till person,
382.315	1.87	och attityden, det finns ju dom med fruktansvärd attityd,
384.22	4.39	fast jag tänker på hur det var på högstadiet när man träffade hörande..  jo i simklubben, där var vi ju med,
388.69	1.97	hur gjorde jag när jag snackade med dom?
390.71	1.1	Ibland var det riktigt jobbigt,
391.86	3.93	om någon inte,  ja t.ex. om jag var på träningen och ingen av dom döva kompisarna var där
395.84	3.39	då var det lite jobbigt, det blev lite bokstavering, gestikulerande och att man skrev en del,
399.27	2.14	nån försökte gestikulera en del men trots det så...
401.46	2.72	och så var vi inte i samma ålder, jag var lite äldre,
404.23	2.37	så jag kände mig...typ
406.65	1.9	att det var svårt
408.6	1.08	fast det funkade ju
409.75	1.39	men sen tröttnade jag och la av,
411.19	4.06	efter det så ja när man träffar hörande...i samhället ja då brukar man ju använda papper och penna,
415.28	2.27	sen har vi ju släkten, SÅ JOBBIGT,
417.58	2.77	fast din släkt är ju döv men min släkt...det är så tröttsamt,
